"","id","k","v"
"3687150",80278030,"lit","yes"
"3687151",80278030,"name","Westgate"
"3687152",80278030,"oneway","yes"
"3687153",80278031,"highway","tertiary"
"3687154",80278031,"lanes","2"
"3687155",80278031,"lit","yes"
"3687156",80278031,"name","Westgate"
"3687157",80278031,"oneway","yes"
"3687336",80280408,"foot","yes"
"3687337",80280408,"highway","footway"
"3687338",80280409,"highway","residential"
"3687339",80280409,"maxspeed","30 mph"
"3687340",80280409,"name","Sunnybank Crescent"
"3687341",80280411,"highway","residential"
"3687342",80280411,"maxspeed","30 mph"
"3687343",80280411,"name","Glenmere Mount"
"3687344",80280412,"highway","residential"
"3687345",80280412,"maxspeed","30 mph"
"3687346",80280412,"name","Sunnybank Court"
"3687347",80280415,"highway","residential"
"3687348",80280415,"maxspeed","30 mph"
"3687349",80280415,"name","Plane Tree Grove"
"3687350",80280416,"highway","residential"
"3687351",80280416,"maxspeed","30 mph"
"3687352",80280416,"name","Henshaw Avenue"
"3687353",80280417,"highway","residential"
"3687354",80280417,"maxspeed","30 mph"
"3687355",80280417,"name","Moorlands Avenue"
"3687356",80280418,"highway","residential"
"3687357",80280418,"maxspeed","30 mph"
"3687358",80280418,"name","Dam Lane"
"3687359",80280419,"highway","residential"
"3687360",80280419,"maxspeed","30 mph"
"3687361",80280419,"name","Tarn View Road"
"3687362",80280420,"highway","residential"
"3687363",80280420,"maxspeed","30 mph"
"3687364",80280420,"name","Victoria Close"
"3687365",80280421,"highway","tertiary"
"3687366",80280421,"maxspeed","30 mph"
"3687367",80280421,"name","Whack House Lane"
"3687368",80280422,"highway","residential"
"3687369",80280422,"maxspeed","30 mph"
"3687370",80280422,"name","St. Andrews Road"
"3687371",80280424,"highway","residential"
"3687372",80280424,"maxspeed","30 mph"
"3687373",80280424,"name","Haw View"
"3688904",80341717,"highway","residential"
"3688905",80341717,"name","Swarcliffe Bank"
"3688911",80341750,"highway","residential"
"3688912",80341750,"name","Swarcliffe Road"
"3689006",80342139,"highway","residential"
"3689007",80342139,"name","Swardale Green"
"3689008",80342140,"highway","residential"
"3689009",80342140,"name","Swardale Road"
"3689010",80342143,"highway","residential"
"3689011",80342143,"name","Mill Green Gardens"
"3689012",80342144,"highway","residential"
"3689013",80342144,"name","Southwood Gate"
"3689014",80342145,"highway","residential"
"3689015",80342145,"name","Southwood Road"
"3689016",80342146,"highway","residential"
"3689017",80342146,"name","Swarcliffe Approach"
"3689018",80342147,"highway","residential"
"3689019",80342147,"name","Swardale Green"
"3689020",80342215,"highway","residential"
"3689021",80342215,"name","Mill Green Road"
"3689022",80342216,"highway","residential"
"3689023",80342216,"name","Eastwood Drive"
"3689024",80342217,"highway","residential"
"3689025",80342217,"name","Eastwood Crescent"
"3689026",80342218,"highway","residential"
"3689027",80342218,"name","Dennil Road"
"3689028",80342219,"highway","residential"
"3689029",80342219,"name","Dennil Crescent"
"3689030",80342220,"highway","residential"
"3689031",80342220,"name","Mill Green View"
"3689032",80342221,"highway","residential"
"3689033",80342221,"name","Mill Green Close"
"3689510",80354360,"highway","residential"
"3689511",80354360,"name","York Road"
"3689512",80354362,"highway","residential"
"3689513",80354362,"name","Sledmere Croft"
"3689514",80354363,"highway","residential"
"3689515",80354363,"name","Sledmere Place"
"3689516",80354370,"highway","residential"
"3689517",80354370,"name","Farndale Place"
"3689518",80354380,"highway","residential"
"3689519",80354380,"name","Southwood Crescent"
"3689520",80354386,"highway","residential"
"3689521",80354386,"name","Southwood Close"
"3689522",80354389,"highway","residential"
"3689523",80354389,"name","Mill Green Garth"
"3689524",80354391,"highway","residential"
"3689525",80354391,"name","Sledmere Croft"
"3689526",80354395,"highway","residential"
"3689527",80354395,"name","Sledmere Lane"
"3689528",80354403,"highway","residential"
"3689529",80354403,"name","Langbar Garth"
"3689530",80354406,"highway","residential"
"3689531",80354406,"name","Langbar Close"
"3689532",80354408,"highway","residential"
"3689533",80354408,"name","Swarcliffe Green"
"3689534",80354411,"highway","residential"
"3689535",80354411,"name","Stonehurst"
"3689536",80354414,"highway","residential"
"3689537",80354414,"name","Eastwood Nook"
"3689538",80354420,"highway","residential"
"3689539",80354420,"name","Pennwell Garth"
"3689540",80354424,"highway","residential"
"3689541",80354424,"name","Langbar Road"
"3689542",80354426,"highway","residential"
"3689543",80354426,"name","Langbar Grove"
"3689544",80354427,"highway","residential"
"3689545",80354427,"name","Langbar Approach"
"3689546",80354430,"highway","residential"
"3689547",80354430,"name","Langbar Green"
"3689548",80354437,"highway","residential"
"3689549",80354437,"name","Stanks Cross"
"3689550",80354440,"highway","residential"
"3689551",80354440,"name","Stanks Close"
"3689552",80354444,"highway","residential"
"3689553",80354444,"name","Stanks Rise"
"3689554",80354446,"highway","residential"
"3689555",80354446,"name","Stanks Green"
"3689556",80354449,"highway","residential"
"3689557",80354449,"name","St Mathew Way"
"3689558",80354454,"highway","residential"
"3689559",80354454,"name","Eastwood Garth"
"3689560",80354456,"highway","residential"
"3689561",80354456,"name","Swarcliffe Drive East"
"3689562",80354459,"highway","residential"
"3689563",80354459,"name","Stanks Way"
"3689564",80354460,"highway","residential"
"3689565",80354460,"name","Stanks Approach"
"3689566",80354462,"highway","residential"
"3689567",80354462,"name","Stanks Grove"
"3689568",80354472,"highway","residential"
"3689569",80354472,"name","Stanks Parade"
"3689570",80354473,"highway","residential"
"3689571",80354473,"name","Stanks Road"
"3689572",80354476,"highway","residential"
"3689573",80354476,"name","Ash Tree Approach"
"3689574",80354483,"highway","residential"
"3689575",80354483,"name","Brayton Green"
"3689576",80354484,"highway","residential"
"3689577",80354484,"name","Brayton Green"
"3689578",80354485,"highway","residential"
"3689579",80354485,"name","Ash Tree Close"
"3689580",80354488,"highway","residential"
"3689581",80354488,"name","Stanks Gardens"
"3689582",80354491,"highway","residential"
"3689583",80354491,"name","Stanks Avenue"
"3689584",80354496,"highway","residential"
"3689585",80354496,"name","Farndale Close"
"3689586",80354499,"highway","residential"
"3689587",80354499,"name","Farndale Approach"
"3689588",80354501,"highway","residential"
"3689589",80354501,"name","Brayton Grove"
"3689590",80354503,"highway","residential"
"3689591",80354503,"name","Brayton Approach"
"3689592",80354504,"highway","residential"
"3689593",80354504,"name","Brayton Close"
"3689594",80354510,"highway","residential"
"3689595",80354510,"name","Mill Green Close"
"3689596",80354515,"highway","residential"
"3689597",80354515,"name","Whinmoor Way"
"3689598",80354518,"highway","residential"
"3689599",80354518,"name","Farndale Garth"
"3689600",80354520,"highway","residential"
"3689601",80354520,"name","Sherburn Approach"
"3689602",80354523,"highway","residential"
"3689603",80354523,"name","Sherburn Place"
"3689604",80354528,"highway","residential"
"3689605",80354528,"name","Swardale Road"
"3689606",80354531,"highway","residential"
"3689607",80354531,"name","Swardale Road"
"3689608",80354532,"highway","service"
"3692004",80398677,"highway","residential"
"3692005",80398677,"maxspeed","30 mph"
"3692006",80398677,"name","Moorfield Close"
"3692007",80398678,"highway","residential"
"3692008",80398678,"maxspeed","30 mph"
"3692009",80398678,"name","Moorfield Close"
"3692010",80398679,"highway","tertiary"
"3692011",80398679,"maxspeed","30 mph"
"3692012",80398679,"name","High Street"
"3692013",80398680,"highway","residential"
"3692014",80398680,"maxspeed","30 mph"
"3692015",80398680,"name","Suffolk Court"
"3692016",80398681,"highway","residential"
"3692017",80398681,"name","Carlton Mount"
"3692018",80398682,"highway","residential"
"3692019",80398682,"maxspeed","30 mph"
"3692020",80398682,"name","Balmoral way"
"3692021",80398683,"highway","residential"
"3692022",80398683,"maxspeed","30 mph"
"3692023",80398683,"name","Balmoral way"
"3692024",80398685,"highway","residential"
"3692025",80398685,"name","North Road"
"3692026",80398686,"highway","residential"
"3692027",80398686,"name","Scotland Close"
"3692028",80398687,"highway","service"
"3692029",80398688,"highway","residential"
"3692030",80398688,"name","Brownberrie Drive"
"3692031",80398689,"highway","residential"
"3692032",80398689,"name","Brownberrie Crescent"
"3692033",80398690,"highway","residential"
"3692034",80398690,"name","Brownberrie Gardens"
"3692035",80398691,"highway","residential"
"3692036",80398691,"name","Sussex Avenue"
"3692037",80398692,"highway","residential"
"3692038",80398692,"name","Stirling Crescent"
"3692039",80398694,"highway","residential"
"3692040",80398694,"name","Brownberrie Avenue"
"3692041",80398695,"highway","residential"
"3692042",80398695,"name","Fairfax View"
"3692043",80398696,"highway","residential"
"3692044",80398696,"name","Perth Mount"
"3692045",80398697,"highway","residential"
"3692046",80398697,"name","Argyll Close"
"3692047",80398698,"highway","residential"
"3692048",80398698,"name","Lanark Drive"
"3692049",80398699,"highway","residential"
"3692050",80398699,"name","Lomond Avenue"
"3692419",80406259,"highway","residential"
"3692420",80406259,"name","Kelmscott Gardens"
"3692421",80406264,"highway","residential"
"3692422",80406264,"name","Pendas Walk"
"3692423",80406266,"highway","residential"
"3692424",80406266,"name","Pendas Drive"
"3692425",80406271,"highway","residential"
"3692426",80406271,"name","Inglewood Place"
"3692427",80406274,"highway","residential"
"3692428",80406274,"name","Inglewood Approach"
"3692429",80406280,"highway","residential"
"3692430",80406280,"name","Manston Grove"
"3692431",80406282,"highway","residential"
"3692432",80406282,"name","Tranquility"
"3692433",80406290,"highway","residential"
"3692434",80406290,"name","Manston Crescent"
"3692435",80406292,"highway","residential"
"3692436",80406292,"name","Kelmscott Avenue"
"3692437",80406297,"highway","residential"
"3692438",80406297,"name","Kelmscott Grove"
"3692439",80406300,"highway","residential"
"3692440",80406300,"name","Sandiford Terrace"
"3692441",80406302,"highway","residential"
"3692442",80406302,"name","Sandbed Court"
"3692443",80406307,"highway","residential"
"3692444",80406307,"name","Manston Rise"
"3692445",80406312,"highway","residential"
"3692446",80406312,"name","Manston Avenue"
"3692447",80406317,"highway","residential"
"3692448",80406317,"name","Manston Way"
"3692449",80406324,"highway","residential"
"3692450",80406324,"name","Stanks Garth"
"3692451",80406325,"highway","residential"
"3692452",80406325,"name","Grafton Villas"
"3692453",80406326,"highway","residential"
"3692454",80406326,"name","Ashfield Close"
"3692455",80406330,"highway","residential"
"3692456",80406330,"name","Sandbed Lane"
"3692457",80406331,"highway","residential"
"3692458",80406331,"name","The Avenue"
"3692459",80406336,"highway","residential"
"3692460",80406336,"name","Kelmscott Green"
"3692461",80406337,"highway","residential"
"3692462",80406337,"name","Kelmscott Crescent"
"3692463",80406339,"highway","residential"
"3692464",80406339,"name","Kelmscott Garth"
"3692465",80406342,"highway","residential"
"3692466",80406342,"name","The Fold"
"3692467",80406343,"highway","residential"
"3692468",80406343,"name","Adams Grove"
"3692469",80406347,"highway","service"
"3692470",80406347,"name","Back Chestnut Avenue"
"3692471",80406349,"highway","service"
"3692472",80406349,"name","Back Marshall Avenue"
"3692473",80406353,"highway","residential"
"3692474",80406353,"name","The Drive"
"3692475",80406354,"highway","residential"
"3692476",80406354,"name","Park Avenue"
"3692477",80406358,"highway","residential"
"3692478",80406358,"name","Croftdale Grove"
"3692479",80406359,"highway","residential"
"3692480",80406359,"name","Poplar Avenue"
"3692481",80406361,"highway","residential"
"3692482",80406361,"name","Chestnut Avenue"
"3692483",80406364,"highway","service"
"3692484",80406364,"name","Back Marshall Terrace"
"3692485",80406364,"oneway","no"
"3692486",80406366,"highway","service"
"3692487",80406366,"name","Back Poplar Avenue"
"3692488",80406371,"highway","residential"
"3692489",80406371,"name","Crossgates Avenue"
"3692490",80406371,"oneway","no"
"3692491",80406374,"highway","residential"
"3692492",80406374,"name","Brian View"
"3692493",80406376,"bicycle","yes"
"3692494",80406376,"foot","yes"
"3692495",80406376,"highway","residential"
"3692496",80406376,"maxspeed","30 mph"
"3692497",80406376,"name","Marshall Street"
"3692498",80406376,"oneway","no"
"3692499",80406379,"highway","residential"
"3692500",80406379,"name","Marshall Terrace"
"3692501",80406382,"highway","residential"
"3692502",80406382,"name","Railway Road"
"3692503",80406386,"highway","residential"
"3692504",80406386,"name","Sandway Gardens"
"3692505",80406387,"highway","residential"
"3692506",80406387,"name","Sandway Grove"
"3692507",80406390,"highway","residential"
"3692508",80406390,"name","York Road"
"3692509",80406394,"highway","residential"
"3692510",80406394,"name","York Road"
"3692511",80406397,"highway","residential"
"3692512",80406397,"name","Barwick Road"
"3692513",80406408,"highway","residential"
"3692514",80406408,"name","Kingston Gardens"
"3692711",80417218,"highway","residential"
"3692712",80417218,"name","Sandiford Close"
"3693017",80428557,"foot","yes"
"3693018",80428557,"highway","footway"
"3693019",80428558,"highway","residential"
"3693020",80428558,"name","Pendas Way"
"3693021",80428559,"highway","service"
"3693022",80428560,"highway","service"
"3693023",80428561,"highway","service"
"3693026",80428563,"foot","yes"
"3693027",80428563,"highway","footway"
"3693028",80428564,"foot","yes"
"3693029",80428564,"highway","footway"
"3693050",80429383,"highway","unclassified"
"3693051",80429384,"highway","residential"
"3693052",80429384,"name","Maryfield Vale"
"3693053",80429385,"highway","residential"
"3693054",80429385,"name","Maryfield Court"
